frequency,word,reason,include
11791,californian,demonym,N
11792,big-time,informal but useful,Y
11793,destroyer,ship type/person,N
11794,vertically,useful adverb,Y
11795,balancing,simple present participle,N
11796,glittering,has figurative uses,Y
11797,acclaimed,useful descriptive adjective,Y
11798,first-year,simple compound,N
11799,manpower,useful term,Y
11801,pretest,simple compound,N
11802,two-week,simple compound,N
11805,toasted,simple adjective,N
11806,carnage,strong descriptive noun,Y
11807,relativity,physics/general concept,Y
11808,juncture,formal term for point in time,Y
11809,coherence,abstract quality,Y
11810,rebirth,abstract concept,Y
11811,ration,can be verb or noun,Y
11812,birch,tree type,N
11813,antidote,has figurative uses,Y
11814,barbed,barbed wire/barbed comment,Y
11816,treatise,formal document type,Y
11817,manufactured,has figurative uses,Y
11819,purge,multiple meanings,Y
11820,reactive,useful adjective,Y
11821,lunchtime,simple compound,N
11822,quiver,can be verb or noun,Y
11823,legitimize,important verb,Y
11824,lobe,body part,N
11825,deteriorating,useful adjective,Y
11826,for-profit,useful economic term,Y
11828,ingenious,nuanced praise adjective,Y
11829,labyrinth,has figurative uses,Y
11830,intertwine,has figurative uses,Y
11831,vigilant,important character adjective,Y
11832,antelope,animal,N
11833,calculator,simple device,N
11834,birthplace,simple compound,N
11835,contagious,has figurative uses,Y
11836,inspirational,useful adjective,Y
11837,replay,can be verb or noun,Y
11839,counterproductive,useful compound adjective,Y
11840,saliva,body fluid,N
11841,disarmament,political concept,Y
11842,utopian,philosophical adjective,Y
11843,autobiographical,literary adjective,Y
11844,enlighten,has figurative uses,Y
11845,sushi,food,N
11846,headphone,simple device,N
11847,sporadic,useful frequency adjective,Y
11848,sufferer,simple noun,N
11849,totalitarian,political term,Y
11851,troupe,specific group type,Y
11852,veterinarian,job title,N
11853,contrasting,useful adjective,Y
11855,stiffness,simple quality noun,N
11856,blockade,can be verb or noun,Y
11859,outcry,useful reaction noun,Y
11862,conveniently,has ironic uses,Y
11863,oregano,herb/spice,N
11864,stewardship,abstract responsibility concept,Y
11865,shin,body part,N
11866,unavoidable,useful adjective,Y
11867,prosthesis,medical device,N
11868,pore,verb meaning study carefully,Y
11869,surfer,simple activity person,N
11870,reunification,political term,Y
11871,lemonade,simple drink,N
11872,milieu,formal/academic term,Y
11873,rooster,animal,N
11874,procurement,business/formal term,Y
11875,topical,multiple meanings,Y
11877,encode,technical/computing term,Y
11878,ligament,body part,N
11879,unconditional,useful adjective unconditional love,Y
11880,plop,simple sound/action,N
11881,superstition,abstract cultural concept,Y
11882,supremacy,abstract political concept,Y
11883,victorious,useful achievement adjective,Y
11884,rave,multiple meanings praise/party,Y
11885,hugely,useful intensifying adverb,Y
11886,spaceship,simple compound noun,N
11887,hazy,has figurative uses hazy memory,Y
11888,swan,simple animal,N
11889,boulevard,simple street type,N
11890,smallpox,disease name,N
11891,squid,simple animal/food,N
11892,groin,body part,N
11894,stench,evocative noun stronger than smell,Y
11895,sabotage,important concept verb/noun,Y
11896,solvent,multiple meanings chemical/financial,Y
11897,thematic,academic/literary adjective,Y
11898,crutch,has figurative uses,Y
11900,dashboard,simple car/computer part,N
11901,insensitive,personality adjective,Y
11902,correctness,as in political correctness,Y
11903,puffy,simple texture adjective,N
11904,ingenuity,abstract quality,Y
11905,tally,can be verb or noun,Y
11908,cascade,has figurative uses,Y
11909,rescuer,simple agent noun,N
11910,geographically,useful adverb,Y
11911,baltic,geographic adjective,N
11913,foreseeable,useful time adjective,Y
11914,conscientious,important character adjective,Y
11915,charisma,abstract quality,Y
11916,diaspora,important cultural/political term,Y
11917,baptism,religious ceremony,N
11918,penguin,animal,N
11919,subtitle,simple media term,N
11920,composting,simple environmental term,N
11921,threatened,ecological/emotional term,Y
11922,optimize,important technical/business verb,Y
11923,retribution,abstract justice concept,Y
11924,budding,figurative meaning budding artist,Y
11926,parochial,figurative meaning narrow-minded,Y
11927,stony,figurative uses stony silence,Y
11928,caucasian,ethnic term,N
11930,totality,abstract concept,Y
11931,bloodshed,evocative violence noun,Y
11932,decry,formal verb to criticize,Y
11933,apprehend,multiple meanings arrest/understand,Y
11934,fennel,herb/vegetable,N
11935,touring,simple present participle,N
11936,shaman,religious/cultural figure,N
11937,coupling,multiple meanings,Y
11938,shawl,simple clothing,N
11939,predominant,useful adjective,Y
11940,tyrant,important political/personality term,Y
11941,reliably,useful adverb,Y
11942,fidelity,abstract concept loyalty/accuracy,Y
11943,receiving,simple present participle,N
11944,peddle,nuanced verb sell/promote,Y
11945,depletion,environmental/resource term,Y
11946,transcendent,philosophical adjective,Y
11947,tremor,has figurative uses,Y
11948,low-level,useful compound adjective,Y
11949,depot,simple location noun,N
11950,left-wing,political term,Y
11951,sinking,figurative uses sinking feeling,Y
11952,worrisome,useful adjective,Y
11953,solidly,has figurative meaning,Y
11954,spoken,simple past participle,N
11955,unheard,useful negative adjective,Y
11956,twenty-six,number,N
11957,occupancy,formal/legal term,Y
11958,secretary-general,title,N
11959,planter,simple noun,N
11960,stormy,has figurative uses,Y
11961,subjectivity,philosophical concept,Y
11963,fastball,sports term,N
11964,knack,useful skill noun,Y
11965,highland,simple geographic term,N
11966,instructive,useful adjective,Y
11967,languish,nuanced verb,Y
11968,serpent,simple animal literary,N
11969,fiddle,figurative uses fiddle with,Y
11970,commotion,useful disturbance noun,Y
11971,petite,nuanced size adjective,Y
11972,frenchman,demonym,N
11973,stretcher,medical equipment,N
11974,bask,figurative uses bask in glory,Y
11975,animosity,abstract emotion,Y
11976,predictably,useful adverb,Y
11977,airwaves,media term,Y
11978,incomprehensible,useful adjective,Y
11979,easel,simple art equipment,N
11980,flawless,useful descriptive adjective,Y
11983,staunch,strong conviction adjective,Y
11985,glucose,simple chemical/medical term,N
11986,spasm,has figurative uses,Y
11988,streamline,useful modernization verb,Y
11989,staging,multiple meanings,Y
11991,squander,nuanced waste verb,Y
11992,discontinue,formal stop verb,Y
11993,beggar,simple person noun,N
11994,ipod,brand/product name,N
11996,medic,simple medical person,N
11997,intestine,body part,N
11998,etiquette,useful social concept,Y
11999,segregated,important social/historical term,Y
12000,tripod,simple equipment,N
12001,prematurely,useful adverb,Y
12002,caress,nuanced touch verb,Y
12003,on-screen,simple compound adjective,N
12005,shutdown,multiple meanings government shutdown,Y
12006,miraculously,useful adverb,Y
12007,fruitful,useful figurative adjective,Y
12008,medicinal,useful adjective,Y
12010,wicker,simple material,N
12011,ketchup,simple condiment,N
12012,impatiently,useful emotional adverb,Y
12013,matchup,simple sports term,N
12014,restroom,simple location,N
12015,crushing,figurative uses crushing defeat,Y
12017,low-key,useful informal adjective,Y
12018,immature,personality/development adjective,Y
12020,thirds,simple fraction,N
12021,dishwasher,simple appliance,N
12022,harshly,useful adverb,Y
12023,junkie,figurative uses news junkie,Y
12024,hobble,nuanced movement verb,Y
12025,prognosis,medical/future prediction term,Y
12026,intermediary,useful middleman term,Y
12027,fastest-growing,simple compound superlative,N
12028,bourbon,type of alcohol,N
12029,bruised,figurative uses bruised ego,Y
12030,small-scale,useful compound adjective,Y
12031,queer,evolved meaning LGBTQ term,Y
12032,deportation,legal/political term,Y
12033,fraught,nuanced adjective fraught with,Y
12034,pathologist,medical job,N
12035,riddle,can be verb or noun,Y
12036,squeal,evocative sound/action verb,Y
12037,appellate,legal term,Y
12038,galactic,simple astronomy adjective,N
12039,inadequacy,abstract self-assessment,Y
12040,dribble,simple sports/liquid action,N
12041,perceptual,psychological term,Y
12042,negligence,legal concept,Y
12043,volatility,financial/personality term,Y
12044,cheekbone,body part,N
12046,silky,simple texture adjective,N
12049,beaver,simple animal,N
12050,torrent,figurative uses torrent of abuse,Y
12051,tort,legal term,Y
12052,locomotive,simple train,N
12053,unconsciously,psychological adverb,Y
12055,weakly,simple adverb,N
12056,primal,psychological/basic adjective,Y
12057,durability,quality term,Y
12059,dimly,has figurative uses,Y
12060,humankind,abstract collective noun,Y
12061,mayonnaise,simple condiment,N
12063,notification,useful modern term,Y
12064,unmarked,useful adjective,Y
12065,nitrate,chemical term,N
12068,policy-making,useful political term,Y
12069,mast,boat part,N
12070,fiance,simple relationship term,N
12071,dreamer,figurative/political meaning,Y
12073,hard-line,political adjective,Y
12074,grandeur,abstract quality,Y
12075,candlelight,simple compound noun,N
12077,coarsely,simple adverb,N
12078,interracial,social/relationship adjective,Y
12079,shameful,moral adjective,Y
12080,utmost,useful intensifier,Y
12081,aptly,useful adverb,Y
12082,groundwork,useful foundation term,Y
12083,dogma,important concept,Y
12085,cyberspace,modern technology concept,Y
12086,interstellar,science fiction adjective,N
12087,mesmerize,nuanced captivation verb,Y
12089,midwife,medical profession,N
12090,jack,simple tool/name,N
12091,chilean,nationality,N
12092,populace,formal term for people,Y
12093,protracted,useful time adjective,Y
12094,fundamentalism,religious/political concept,Y
12096,lug,nuanced carry verb,Y
12097,elastic,has figurative uses,Y
12098,peacekeeping,political/military term,Y
12099,ruined,simple past participle,N
12100,breast-feeding,simple compound,N
12101,baffle,nuanced confusion verb,Y
12102,bandit,simple person noun,N
12103,protrude,useful descriptive verb,Y
12104,clinically,multiple meanings,Y
12105,pavilion,simple building,N
12106,acculturation,sociological term,Y
12107,breaker,simple noun wave/circuit,N
12108,wanted,simple past participle,N
12110,ore,simple mining term,N
12111,precipitation,multiple meanings weather/chemical,Y
12112,horrendous,strong negative adjective,Y
12113,densely,useful adverb,Y
12114,gingerly,nuanced careful adverb,Y
12115,childish,nuanced vs childlike,Y
12116,obscenity,legal/social concept,Y
12117,handbag,simple accessory,N
12120,befriend,useful social verb,Y
12121,heroism,abstract quality,Y
12122,medalist,simple award holder,N
12123,wretched,strong descriptive adjective,Y
12124,interplay,useful interaction noun,Y
12125,exhale,useful breathing verb,Y
12126,teamwork,useful collaborative concept,Y
12127,waft,evocative movement verb,Y
12128,doorbell,simple household item,N
12129,moody,personality adjective,Y
12130,situational,useful context adjective,Y
12131,guidebook,simple compound noun,N
12132,wasp,insect,N
12133,existential,philosophical adjective,Y
12135,alloy,material term,N
12136,discretionary,financial/decision adjective,Y
12137,mischief,useful behavior noun,Y
12138,optimist,personality type,Y
12140,manhood,abstract life stage,Y
12141,disputed,useful adjective,Y
12142,aristocratic,social class adjective,Y
12143,bye-bye,simple informal goodbye,N
12144,adjunct,useful role term,Y
12146,formative,important development adjective,Y
12147,helium,simple element,N
12148,crumple,evocative verb,Y
12149,generational,useful demographic adjective,Y
12150,sludge,simple material,N
12151,nutmeg,spice,N
12152,feasibility,useful assessment term,Y
12153,fray,multiple meanings fight/unravel,Y
12155,giftedness,simple quality noun,N
12156,termite,insect,N
12157,pellet,simple small object,N
12158,taker,simple agent noun,N
12159,cub,young animal,N
12161,tether,verb meaning to limit/connect,Y
12162,connecting,simple present participle,N
12163,rbi,sports statistic,N
12164,fencing,sport/material,N
12165,approximate,useful uncertainty adjective/verb,Y
12166,unprotected,useful adjective,Y
12167,workload,useful work term,Y
12168,verbally,useful adverb,Y
12169,prelude,useful introductory term,Y
12170,glitter,can be verb or noun,Y
12171,forbidden,useful restrictive adjective,Y
12172,redwood,tree type,N
12174,dissect,has figurative uses,Y
12175,modesty,abstract virtue,Y
12177,abyss,has figurative uses,Y
12178,attrition,business/military term,Y
12179,rout,decisive defeat noun/verb,Y
12180,enclosed,useful adjective,Y
12181,anterior,medical/anatomical term,N
12182,stuffing,simple food/material,N
12183,estranged,relationship adjective,Y
12184,coding,modern skill term,Y
12185,cosmology,philosophical/scientific field,Y
12188,fantasize,psychological verb,Y
12189,grassland,simple terrain type,N
12190,idealistic,character adjective,Y
12191,alaskan,demonym,N
12194,clandestine,nuanced secrecy adjective,Y
12195,propagate,multiple meanings,Y
12198,weaponry,collective military term,Y
12199,hind,rear/deer,N
12200,silvery,simple color adjective,N
12201,mysteriously,useful adverb,Y
12202,re-enter,simple compound verb,N
12203,borough,administrative unit,N
12204,enigmatic,nuanced mystery adjective,Y
12205,tibetan,nationality/ethnicity,N
12206,resting,simple present participle,N
12207,allure,abstract attraction noun,Y
12208,distraught,strong emotional state,Y
12209,unruly,behavior adjective,Y
12210,wag,multiple meanings dog tail/joker,Y
12211,eschew,formal avoidance verb,Y
12212,schizophrenia,important mental health term,Y
12214,thankfully,useful adverb,Y
12215,bullying,important social issue,Y
12216,up-to-date,useful currency adjective,Y
12217,piety,religious/moral concept,Y
12218,opium,drug,N
12219,delta,multiple meanings river/math/difference,Y
12220,negotiated,simple past participle,N
12221,uniqueness,abstract quality,Y
12222,otter,animal,N
12223,y'all,dialect/informal,N
12224,looming,useful impending adjective,Y
12225,wither,has figurative uses,Y
12226,liberating,useful emotional adjective,Y
12227,reimburse,financial verb,Y
12228,almighty,has figurative uses,Y
12229,bagel,food,N
12230,solace,abstract comfort noun,Y
12231,carnival,event type,N
12232,cancellation,useful action noun,Y
12233,airliner,simple plane type,N
12234,bullpen,sports term,N
12235,grossly,useful intensifying adverb,Y
12236,stratum,social/geological layer term,Y
12237,tar,simple material,N
12238,jab,multiple meanings punch/vaccine,Y
12239,brute,character/force term,Y
12240,extinguish,has figurative uses,Y
12241,ransom,can be verb or noun,Y
12242,inaugurate,formal beginning verb,Y
12243,reconnaissance,military/investigation term,Y
12244,fluent,language proficiency adjective,Y
12245,meticulously,useful adverb,Y
12247,perpetrate,crime/action verb,Y
12249,nonstick,simple cooking adjective,N
12250,leopard,animal,N
12251,shuffling,simple movement,N
12252,screech,evocative sound verb,Y
12253,elective,medical/educational term,Y
12254,attendee,useful participant noun,Y
12255,bittersweet,nuanced emotion adjective,Y
12256,rationalize,psychological verb,Y
12257,infertility,medical/social issue,Y
12258,circumvent,formal avoidance verb,Y
12259,digestive,simple body system adjective,N
12260,uphill,has figurative uses,Y
12261,infidelity,relationship concept,Y
12262,bystander,important social role,Y
12263,vice-president,title,N
12264,chilled,simple temperature adjective,N
12265,hourly,useful time adjective,Y
12266,flannel,fabric type,N
12268,tamper,important interference verb,Y
12269,subset,useful mathematical/general term,Y
12270,taped,simple past participle,N
12271,scorn,strong emotion noun/verb,Y
12273,venetian,geographic adjective,N
12275,blinding,has figurative uses,Y
12276,mash,simple food/action,N
12277,temp,informal abbreviation,N
12278,contracting,has multiple meanings,Y
12279,conservationist,occupation,N
12280,scholastic,educational adjective,Y
12281,bunny,simple animal,N
12282,rushing,simple present participle,N
12284,latch,can be verb latch onto,Y
12285,mitigation,formal reduction term,Y
12287,probing,investigative adjective,Y
12288,recital,performance type,N
12289,vinaigrette,food/dressing,N
12290,munch,simple eating verb,N
12291,exodus,mass departure concept,Y
12292,paramilitary,political/military adjective,Y
12293,midway,useful location/time adverb,Y
12294,untrue,useful adjective,Y
12295,woven,has figurative uses,Y
12296,warship,military vessel,N
12297,tunic,clothing type,N
12298,swerve,useful direction change verb,Y
12299,compulsive,psychological adjective,Y
